Id,diagonal,height_left,height_right,margin_low,margin_up,length,is_genuine,Probability of Prediction,Prediction
A_340,172.26,103.88,104.15,4.3,2.98,113.24,True,0.997413225939327,True
A_341,172.52,103.9,104.03,3.97,2.98,113.3,True,0.9997126898587497,True
A_342,171.9,104.21,104.21,4.77,3.38,113.2,True,0.49437235016161823,False
A_343,171.78,103.94,103.84,3.55,2.97,113.13,True,0.9998661731667121,True
A_344,171.7,103.77,103.88,4.1,2.96,112.91,True,0.9965383353308761,True
A_345,172.53,103.97,103.28,4.61,3.41,113.25,True,0.9827538339167533,True
A_346,171.54,103.93,103.49,4.08,3.34,113.13,True,0.990950924233173,True
A_347,172.32,103.38,103.74,4.43,2.77,112.98,True,0.9994135012046123,True
A_348,172.46,103.78,103.54,3.89,3.2,113.05,True,0.9991179870585258,True
A_349,171.87,103.77,104.23,4.1,3.08,112.44,True,0.8451036472089479,True
A_350,172.08,104.17,103.48,4.62,2.87,113.52,True,0.9997242214966646,True
A_351,171.93,104.4,103.4,3.87,3.15,113.48,True,0.9998520777636765,True
A_352,172.06,103.82,103.73,4.18,2.66,112.64,True,0.9990900824137068,True
A_353,171.81,103.64,104.15,4.17,2.81,113.29,True,0.9996010698226457,True
A_354,172.21,103.8,103.23,3.7,2.98,112.95,True,0.9999313417893195,True
A_355,171.96,104.18,104.14,3.41,2.7,113.56,True,0.999996956490131,True
A_356,172.3,103.82,104.09,4.18,3.22,113.23,True,0.9922524286786328,True
A_357,171.93,103.58,104.02,4.14,2.86,113.47,True,0.9998727478437319,True
A_358,172.33,103.64,104.15,4.39,2.93,112.43,True,0.9149030539222347,True
A_359,172.04,103.95,104.09,4.48,2.66,112.94,True,0.9976998708493122,True
A_360,171.36,103.59,103.68,4.44,3.32,113.23,True,0.9706352623024592,True
A_361,171.61,103.73,104.01,4.29,2.93,112.76,True,0.981743792906502,True
A_362,172.19,104.09,103.82,3.82,3.04,113.13,True,0.999486831687052,True
A_363,171.62,103.4,104.05,3.53,2.96,112.72,True,0.999012345497373,True
A_364,172.4,104.32,103.6,4.13,2.92,113.4,True,0.9998857121038615,True
A_365,172.29,103.83,103.25,3.62,2.99,113.13,True,0.9999773566760529,True
A_366,171.57,103.92,104.03,4.59,3.14,113.45,True,0.985264630316941,True
A_367,171.72,104.15,103.75,4.1,2.99,113.24,True,0.999104480557081,True
A_368,171.73,104.17,104.02,3.64,2.66,112.72,True,0.9997091657308786,True
A_369,171.65,103.58,104.21,3.91,3.3,113.42,True,0.9961950956179737,True
A_370,172.46,103.64,103.53,4.41,3.4,113.75,True,0.999015343896498,True
A_371,172.1,103.99,104.02,4.19,3.21,113.12,True,0.985080563332462,True
A_372,171.91,104.05,103.97,3.88,3.12,113.62,True,0.9997847361738819,True
A_373,171.43,103.49,103.99,4.07,2.94,113.07,True,0.9983891540151215,True
A_374,171.65,104.29,103.81,4.26,3.05,113.58,True,0.9992315638819005,True
A_375,172.07,104.49,103.52,4.24,3.0,113.06,True,0.9978130319174626,True
A_376,171.54,104.64,103.15,3.54,3.09,112.82,True,0.9994632982919498,True
A_377,171.74,104.53,103.38,4.39,3.0,112.85,True,0.989325470707136,True
A_378,171.94,104.34,103.71,3.67,3.17,112.68,True,0.9923127736087183,True
A_379,172.06,104.24,103.66,4.24,3.1,113.02,True,0.9935270457058841,True
A_380,172.15,103.63,103.93,4.33,3.04,113.36,True,0.9987801307670818,True
A_381,171.95,104.08,103.91,4.16,2.91,113.26,True,0.9993374744592111,True
A_382,171.75,103.95,103.36,4.57,3.25,113.08,True,0.9748592609837031,True
A_383,172.28,104.62,103.8,4.08,3.08,113.26,True,0.9984017294904864,True
A_384,171.71,104.22,103.72,4.35,3.29,113.51,True,0.9934947276578973,True
A_385,171.65,103.5,103.24,3.82,2.66,112.98,True,0.9999887461903946,True
A_386,171.49,104.02,103.9,4.37,3.11,112.93,True,0.9531663706105014,True
A_387,172.16,103.56,103.64,4.24,3.01,113.38,True,0.9997456995746238,True
A_388,172.37,104.19,104.58,4.25,2.82,112.88,True,0.9858890992645086,True
A_389,172.42,104.07,103.73,4.23,3.11,113.27,True,0.998529797605,True
A_390,172.21,104.0,103.86,4.05,2.82,113.74,True,0.9999866167525896,True
A_391,171.66,103.65,103.44,3.41,2.99,112.89,True,0.9999225845396654,True
A_392,171.55,103.68,104.27,4.08,2.84,112.95,True,0.9967265226003773,True
A_393,171.79,103.87,103.95,4.54,3.01,112.45,True,0.7424359921213135,True
A_394,171.96,104.19,104.14,4.3,3.04,113.48,True,0.9977349674100543,True
A_395,171.67,104.57,103.43,3.57,3.25,112.76,True,0.9952035924439483,True
A_396,171.82,104.33,103.83,3.92,2.73,112.99,True,0.9997279528346202,True
A_397,172.47,103.66,103.92,3.59,3.08,113.45,True,0.9999620339085443,True
A_398,172.15,104.18,103.53,3.92,3.3,113.42,True,0.9993014415893647,True
A_399,171.87,104.29,103.53,3.91,2.89,112.91,True,0.9994850991055904,True
A_400,171.52,104.08,104.06,4.41,3.36,113.32,True,0.9142771556760212,True
A_401,171.63,104.3,103.75,3.62,3.22,113.5,True,0.999743528984153,True
A_402,172.45,104.67,104.17,4.18,2.83,113.75,True,0.9999140745880488,True
A_403,172.3,104.23,104.03,4.12,3.06,113.23,True,0.9976674417638162,True
A_404,171.95,104.03,103.68,4.11,2.75,113.62,True,0.9999855420369483,True
A_405,172.19,103.68,103.93,4.36,2.92,113.3,True,0.9992455167647504,True
A_406,172.4,104.26,103.83,4.31,3.01,112.82,True,0.9865858901526188,True
A_407,171.82,103.72,104.18,4.22,2.8,113.39,True,0.9996725343051929,True
A_408,172.5,103.39,103.99,4.45,3.06,113.48,True,0.9991324462282063,True
A_409,172.18,103.56,104.39,3.75,3.06,113.46,True,0.9997400251209184,True
A_410,172.06,103.96,103.72,4.18,3.15,113.17,True,0.9967981870413856,True
A_411,172.56,103.72,103.51,4.116096807415037,3.12,112.95,True,0.998443501420335,True
A_412,172.27,104.06,103.71,3.74,3.21,113.48,True,0.9998354314121068,True
A_413,172.44,103.96,103.86,4.02,3.09,112.81,True,0.9939082286095695,True
A_414,172.3,103.66,103.5,4.116096807415037,3.16,112.95,True,0.99753628368049,True
A_415,172.3,104.12,103.89,3.55,2.93,113.68,True,0.9999940922791104,True
A_416,172.0,103.68,104.1,3.84,3.15,112.86,True,0.992053866200563,True
A_417,172.44,104.11,104.25,4.53,3.18,113.41,True,0.9817199741884058,True
A_418,172.61,104.02,104.18,3.74,3.2,113.52,True,0.9996811042278764,True
A_419,172.02,104.23,103.97,4.3,2.93,113.79,True,0.9998625240824919,True
A_420,171.56,103.97,103.96,4.12,3.32,113.43,True,0.991934578891115,True
A_421,171.89,103.99,103.45,4.12,3.1,113.0,True,0.9977572731451572,True
A_422,171.26,103.95,103.73,3.96,2.94,113.25,True,0.9996056066040346,True
A_423,171.53,103.53,103.63,4.04,2.96,112.76,True,0.9974140593015766,True
A_424,171.7,104.32,104.07,4.21,2.67,112.73,True,0.9957528898057644,True
A_425,171.7,103.74,103.89,4.43,2.8,112.59,True,0.9816176932877217,True
A_426,171.91,103.97,103.98,4.23,3.01,112.98,True,0.9919265020915387,True
A_427,171.91,103.99,103.5,3.41,2.92,113.02,True,0.9999679870920681,True
A_428,171.82,103.64,104.21,4.08,3.0,112.97,True,0.9937501521286823,True
A_429,171.86,103.77,103.93,4.83,3.17,113.35,True,0.9612127405810026,True
A_430,172.09,103.78,104.22,4.16,3.18,113.3,True,0.9936758495742277,True
A_431,172.12,104.08,103.93,4.72,3.18,113.38,True,0.9750436647869859,True
A_432,172.14,103.8,103.56,3.94,3.12,113.38,True,0.9998229646210375,True
A_433,171.47,104.46,104.3,4.12,3.06,113.59,True,0.9976003133680257,True
A_434,171.71,103.71,103.36,4.1,3.17,113.07,True,0.9982510152052426,True
A_435,172.04,103.82,103.99,3.88,3.14,113.23,True,0.998790992223969,True
A_436,171.55,103.92,103.77,4.12,3.25,113.19,True,0.9914138621596597,True
A_437,171.88,104.58,104.31,4.88,2.82,113.71,True,0.996071880668307,True
A_438,171.65,103.88,103.59,3.94,3.05,113.28,True,0.9996838853772239,True
A_439,172.07,104.07,103.67,3.82,3.17,113.91,True,0.9999766087840495,True
A_440,171.99,103.74,103.46,4.0,2.76,113.33,True,0.9999842759413492,True
A_441,172.45,103.87,104.4,3.75,3.05,113.62,True,0.9998785650313212,True
A_442,171.93,103.88,104.35,4.26,3.29,112.7,True,0.579887815846481,True
A_443,172.03,103.73,104.19,3.75,2.87,112.49,True,0.9948327164849162,True
A_444,171.61,103.93,103.41,4.45,2.95,113.19,True,0.9987610935117591,True
A_445,172.23,103.94,103.46,3.95,3.15,113.77,True,0.9999715184240832,True
A_446,172.34,104.42,103.22,4.116096807415037,3.01,112.97,True,0.9993074307455689,True
A_447,172.51,104.53,103.5,4.51,3.07,113.21,True,0.9964557170628704,True
A_448,171.59,103.86,104.33,4.12,2.84,113.98,True,0.9999627912683399,True
A_449,172.01,103.93,103.69,3.89,3.34,113.16,True,0.9959949245598586,True
A_450,171.92,103.91,103.93,4.34,2.91,112.4,True,0.9263425435901937,True
A_451,172.01,104.11,103.15,4.53,2.96,113.45,True,0.9997863385189595,True
A_452,172.17,103.79,103.54,4.07,2.78,113.03,True,0.9998860691713575,True
A_453,171.68,103.48,103.47,3.41,3.11,112.46,True,0.998642885375977,True
A_454,172.54,104.05,103.78,4.34,2.93,113.98,True,0.9999803396966148,True
A_455,172.3,104.21,104.46,3.69,3.12,113.28,True,0.9984233654438754,True
A_456,171.7,103.57,104.2,4.22,2.81,112.71,True,0.9906305993604386,True
A_457,172.25,104.22,103.62,3.96,3.15,112.74,True,0.991593282538508,True
A_458,171.75,103.48,103.94,3.76,2.97,113.28,True,0.9998685489058563,True
A_459,172.0,104.07,103.55,3.86,3.3,113.98,True,0.9999596730708864,True
A_460,171.64,104.45,103.97,4.16,3.23,113.67,True,0.9976389018246405,True
A_461,172.16,103.69,103.71,3.68,3.12,113.04,True,0.9995860584423157,True
A_462,172.01,103.95,103.77,4.16,3.1,113.19,True,0.9978096995766501,True
A_463,171.48,103.95,103.93,4.52,2.91,113.21,True,0.9946763271216218,True
A_464,172.19,104.14,103.59,4.11,3.08,113.81,True,0.9999514596481859,True
A_465,172.16,103.87,103.34,4.32,2.91,113.47,True,0.999935444293533,True
A_466,171.55,103.5,104.51,4.61,2.95,113.31,True,0.9813749036331214,True
A_467,171.98,103.77,103.91,4.75,3.05,113.38,True,0.9914785568680373,True
A_468,171.8,104.06,103.57,4.06,3.14,112.98,True,0.9957686740425541,True
A_469,171.83,103.97,104.0,3.72,3.13,113.83,True,0.999952614877387,True
A_470,172.36,104.34,103.7,4.22,3.08,112.96,True,0.9936428826074368,True
A_471,171.73,104.02,103.92,4.1,3.19,112.87,True,0.9677886413049362,True
A_472,172.58,104.17,103.15,4.64,3.17,113.05,True,0.9931150954550713,True
A_473,171.97,104.04,104.24,4.23,2.84,113.54,True,0.9996834642923589,True
A_474,172.26,104.08,103.86,3.93,3.01,113.44,True,0.9998501674371087,True
A_475,172.29,103.78,103.76,4.7,3.05,113.2,True,0.9917748690435249,True
A_476,172.02,104.36,103.64,4.12,2.82,113.38,True,0.9999053947325238,True
A_477,171.41,104.47,104.08,3.87,3.18,113.14,True,0.9892902001456787,True
A_478,171.95,104.25,103.64,3.41,2.81,113.42,True,0.9999962509963175,True
A_479,171.71,104.49,103.54,3.77,3.2,113.43,True,0.9996397234010808,True
A_480,171.87,103.86,103.27,4.14,3.14,113.32,True,0.999613929655435,True
A_481,171.97,103.62,103.64,4.47,2.66,113.7,True,0.9999872516657321,True
A_482,171.81,103.53,103.96,4.116096807415037,2.71,113.98,True,0.9999971047632255,True
A_483,172.35,104.2,103.75,3.7,2.96,113.05,True,0.9998004637433836,True
A_484,172.14,103.91,103.65,4.19,3.23,113.54,True,0.9992494147420781,True
A_485,172.1,104.02,103.88,3.95,3.1,113.39,True,0.9995281169121127,True
A_486,171.83,104.29,103.58,4.0,3.32,113.21,True,0.9946511238048843,True
A_487,171.95,104.39,103.59,4.69,2.81,113.65,True,0.9997610672079428,True
A_488,171.75,103.89,103.81,3.64,2.92,113.48,True,0.9999777573661934,True
A_489,172.19,104.07,104.02,4.19,3.37,113.27,True,0.9760935748722591,True
A_490,171.98,104.36,103.44,4.19,3.2,112.92,True,0.9880166086537008,True
A_491,172.13,103.71,103.6,3.59,3.12,113.8,True,0.9999942549239416,True
A_492,172.6,104.67,103.56,4.1,2.94,113.38,True,0.9998636817635888,True
A_493,172.33,104.46,103.79,4.08,2.94,113.39,True,0.9997645773377982,True
A_494,172.55,103.97,104.04,4.25,3.34,113.36,True,0.9891053751518962,True
A_495,172.08,104.19,104.03,4.11,2.99,113.5,True,0.9995726798296016,True
A_496,171.81,103.93,103.43,4.61,2.95,113.46,True,0.9994291529150061,True
A_497,172.21,103.67,104.0,4.12,3.2,113.54,True,0.9991362572221787,True
A_498,172.45,103.95,103.5,4.1,3.08,113.23,True,0.9996180902084757,True
A_499,171.76,104.01,103.68,4.07,2.75,112.81,True,0.9992931199662569,True
A_500,172.04,104.34,103.55,3.52,3.02,113.64,True,0.9999921761871192,True
A_501,171.95,104.11,103.87,4.2,2.81,113.52,True,0.9999027982647181,True
A_502,171.87,103.73,103.69,4.06,3.1,112.96,True,0.9967788487518111,True
A_503,171.7,103.79,103.98,4.44,3.03,113.94,True,0.9997742188303342,True
A_504,172.46,103.51,103.85,4.23,3.14,113.38,True,0.9991711477878576,True
A_505,171.68,103.95,103.6,3.98,2.93,113.22,True,0.9997844031570398,True
A_506,172.01,103.97,104.05,4.116096807415037,2.98,113.65,True,0.9998212044888676,True
A_507,171.82,104.27,103.55,4.21,3.2,113.28,True,0.9966573698176411,True
A_508,171.97,104.05,104.11,4.15,2.99,113.66,True,0.9997196756361626,True
A_509,171.82,104.12,103.95,4.18,3.01,113.47,True,0.9992679377144221,True
A_510,171.4,103.96,103.85,4.15,2.81,113.45,True,0.9998481147331879,True
A_511,171.87,103.87,104.27,4.44,2.94,112.95,True,0.9733468265079863,True
A_512,172.44,103.69,104.16,3.73,3.14,112.98,True,0.997919651616581,True
A_513,171.95,104.09,103.73,4.34,3.07,113.49,True,0.999054918942494,True
A_514,171.77,104.19,103.69,4.17,2.85,112.89,True,0.9981201699345229,True
A_515,171.43,104.42,103.41,4.06,3.13,113.26,True,0.9986550987666364,True
A_516,172.21,103.31,103.78,4.48,3.0,113.25,True,0.9987143872739788,True
A_517,171.91,104.34,103.73,3.71,2.95,113.69,True,0.9999853117114081,True
A_518,171.53,103.69,103.51,3.97,3.08,112.71,True,0.9948627226858757,True
A_519,171.36,104.15,103.76,3.44,3.31,112.76,True,0.9904177719714811,True
A_520,172.13,103.76,103.33,4.37,3.48,113.34,True,0.9903222661927343,True
A_521,172.12,103.66,104.22,3.81,3.04,112.97,True,0.9977905953129484,True
A_522,171.89,104.3,103.57,3.98,2.75,112.92,True,0.9997481480301604,True
A_523,172.02,104.42,103.15,3.86,3.12,113.43,True,0.9999321271731422,True
A_524,172.13,103.57,103.8,4.4,3.16,113.75,True,0.9995859634364633,True
A_525,172.09,103.61,103.9,4.58,3.26,112.88,True,0.8531381478012677,True
A_526,171.97,103.61,103.6,4.89,3.17,112.96,True,0.9055436763409941,True
A_527,171.88,103.61,103.9,4.4,3.0,112.97,True,0.990928613608024,True
A_528,171.92,103.79,103.34,3.84,2.8,113.0,True,0.9999564818260012,True
A_529,172.32,103.69,103.6,4.24,3.29,112.74,True,0.961522422884983,True
A_530,172.16,104.17,103.27,4.1,3.11,113.08,True,0.9991408266221329,True
A_531,171.9,103.94,103.38,3.67,2.87,113.28,True,0.9999873680058169,True
A_532,172.22,104.0,103.98,3.99,3.41,112.94,True,0.9453802883214537,True
A_533,171.73,103.77,103.95,4.25,3.08,112.75,True,0.9611375856691241,True
A_534,172.33,103.73,103.8,3.77,2.86,113.58,True,0.9999928655730868,True
A_535,171.76,104.04,103.88,4.18,3.21,113.15,True,0.9877249303155272,True
A_536,171.68,104.18,103.89,4.4,3.33,113.21,True,0.9323685352003425,True
A_537,172.38,103.64,103.81,4.46,3.14,113.98,True,0.9998687648995995,True
A_538,171.61,103.86,104.06,4.31,3.1,112.64,True,0.8551316872265069,True
A_539,171.9,104.5,103.49,4.08,2.82,113.5,True,0.9999615006580703,True
A_540,171.87,103.75,103.55,3.86,2.82,113.38,True,0.9999841476767555,True
A_541,171.96,103.68,103.84,4.46,3.07,112.74,True,0.95182382026812,True
A_542,171.49,103.63,103.83,3.85,3.26,113.1,True,0.99559081735307,True
A_543,171.64,103.95,103.45,3.98,3.11,113.21,True,0.9993955614737606,True
A_544,172.3,103.98,103.72,4.28,3.01,112.97,True,0.9964296460122716,True
A_545,172.25,104.08,103.59,4.52,3.01,113.46,True,0.9992622711917923,True
A_546,171.99,103.75,104.14,4.19,2.82,112.83,True,0.9961055872538488,True
A_547,171.73,103.76,103.91,4.28,3.17,113.09,True,0.9846460385377211,True
A_548,172.37,104.41,103.75,3.71,2.8,113.41,True,0.9999866471841918,True
A_549,172.05,103.75,103.47,4.19,2.98,112.89,True,0.998534787689306,True
A_550,171.89,104.22,104.18,4.11,2.89,113.53,True,0.9996757348209339,True
A_551,171.79,104.37,103.37,4.31,3.18,113.61,True,0.9993831307601236,True
A_552,171.56,103.44,104.09,4.41,2.97,113.59,True,0.9992580628065307,True
A_553,171.86,103.93,103.8,4.27,2.86,113.97,True,0.999983724877048,True
A_554,171.51,104.49,103.4,3.85,3.12,112.76,True,0.9943855689609644,True
A_555,171.61,103.76,103.89,4.02,3.17,112.81,True,0.9786225864769942,True
A_556,172.07,104.18,104.1,4.47,2.7,113.98,True,0.999974638284855,True
A_557,171.83,104.54,103.91,4.11,3.05,113.55,True,0.9993157954783025,True
A_558,171.26,103.81,103.74,4.69,3.29,113.53,True,0.9748949275680467,True
A_559,171.81,103.79,103.94,4.14,3.08,112.62,True,0.9576281100892319,True
A_560,172.12,103.59,103.77,3.74,3.21,113.32,True,0.9996990404199523,True
A_561,172.09,104.02,103.79,3.8,3.28,112.98,True,0.9944219802258918,True
A_562,172.25,103.71,103.97,3.93,3.0,113.38,True,0.9998254219060629,True
A_563,172.45,103.78,103.79,3.9,2.87,112.34,True,0.9953661977234087,True
A_564,171.87,103.99,104.11,3.66,3.15,113.35,True,0.9994248069094142,True
A_565,172.0,104.1,104.36,3.83,2.92,113.0,True,0.9978479295098552,True
A_566,172.23,104.0,103.35,4.43,2.95,113.12,True,0.9991915864913541,True
A_567,172.15,103.51,103.76,4.26,3.13,112.94,True,0.9924967753047667,True
A_568,172.13,104.08,103.64,3.93,2.82,112.85,True,0.9996231899111074,True
A_569,172.05,104.11,104.07,3.6,2.78,112.93,True,0.9998226987722493,True
A_570,171.93,104.08,103.78,4.03,2.85,113.61,True,0.9999672483069122,True
A_571,171.57,104.07,103.85,3.82,3.44,113.4,True,0.9945477620842698,True
A_572,171.95,103.76,103.99,3.41,2.78,113.2,True,0.9999862322581942,True
A_573,171.83,103.8,104.22,4.66,2.76,113.25,True,0.9965439063312419,True
A_574,172.28,104.09,104.2,3.66,2.83,113.48,True,0.9999735228447377,True
A_575,172.35,104.13,103.58,4.75,3.19,113.42,True,0.9917440792816894,True
A_576,171.99,104.1,103.57,3.64,3.42,113.64,True,0.9997723828566281,True
A_577,172.03,103.63,104.0,3.7,3.37,113.77,True,0.9997907967227232,True
A_578,172.01,103.62,103.26,4.91,2.86,113.16,True,0.9984064239981669,True
A_579,172.53,103.8,103.82,4.64,3.28,113.54,True,0.9931813197679065,True
A_580,172.03,104.19,104.01,3.99,3.04,113.15,True,0.9979707016620164,True
A_581,171.76,104.48,104.01,4.35,3.37,113.09,True,0.8013440302146044,True
A_582,172.51,103.57,104.27,3.72,3.33,113.47,True,0.9991087152466588,True
A_583,172.13,103.99,104.22,3.61,2.91,113.39,True,0.9999330809335973,True
A_584,171.68,103.84,103.98,3.52,3.01,113.45,True,0.9999498326807673,True
A_585,171.98,104.18,103.96,4.41,2.84,113.01,True,0.9955405044730182,True
A_586,171.97,104.04,103.82,4.04,3.38,113.05,True,0.9724472557816117,True
A_587,171.89,104.33,103.97,3.95,3.17,113.12,True,0.9937828088204617,True
A_588,171.74,103.72,103.52,3.94,2.77,113.09,True,0.9999384588460531,True
A_589,171.92,103.67,104.24,4.11,3.09,113.23,True,0.9959266323996476,True
A_590,172.04,104.16,104.05,4.0,3.28,112.78,True,0.923966874329375,True
A_591,171.85,103.58,104.17,4.32,3.07,113.59,True,0.9988128874322924,True
A_592,171.67,103.81,103.76,4.59,3.3,112.18,True,0.10309638294218858,False
A_593,171.99,103.54,103.44,3.8,3.08,113.04,True,0.9997588823294037,True
A_594,172.29,104.46,104.42,3.97,2.9,113.38,True,0.9993181289660727,True
A_595,171.65,103.43,103.83,4.36,3.1,113.53,True,0.9990439832282643,True
A_596,171.96,103.83,103.87,3.52,2.71,113.52,True,0.9999979068676057,True
A_597,172.24,104.51,103.9,4.06,2.88,112.58,True,0.9896050210053428,True
A_598,171.95,103.85,104.28,4.13,3.22,113.24,True,0.985545651709637,True
A_599,171.67,103.88,103.94,4.2,2.93,112.84,True,0.9921360157491717,True
A_600,172.31,103.93,103.32,4.73,2.85,113.23,True,0.9993885783820754,True
A_601,172.2,103.82,103.74,4.22,3.03,113.69,True,0.999899000392047,True
A_602,171.74,103.31,104.07,3.8,2.95,113.07,True,0.9995553146329845,True
A_603,171.68,103.88,104.14,4.0,2.96,113.71,True,0.9998856180312276,True
A_604,172.08,104.03,103.42,3.79,2.77,113.27,True,0.9999894836055263,True
A_605,172.45,103.85,103.89,4.03,3.03,113.24,True,0.9995054388465182,True
A_606,172.37,104.26,103.87,4.47,3.12,112.82,True,0.9354019126202885,True
A_607,171.52,104.52,103.96,3.43,3.01,113.44,True,0.9999206408279486,True
A_608,171.91,104.17,103.62,4.01,2.89,112.73,True,0.9979866973106816,True
A_609,172.34,104.5,103.66,4.19,3.08,112.68,True,0.9772198549412829,True
A_610,172.53,103.47,103.99,3.84,2.71,112.74,True,0.9998129605357695,True
A_611,171.8,103.71,103.67,4.48,3.18,112.76,True,0.9208110500089527,True
A_612,171.8,103.68,103.49,4.116096807415037,3.3,112.84,True,0.9811573540572678,True
A_613,171.95,103.35,103.76,3.85,3.29,113.07,True,0.9974234582304227,True
A_614,172.45,104.52,103.72,4.12,3.34,113.06,True,0.9787887146149147,True
A_615,172.4,103.86,103.88,3.87,2.97,113.49,True,0.9999494857183252,True
A_616,171.95,103.77,103.81,4.13,3.09,113.24,True,0.9986068395036909,True
A_617,172.51,104.23,103.85,4.74,2.91,112.81,True,0.965015795544935,True
A_618,172.36,103.89,103.67,4.34,3.07,113.75,True,0.9998725651213526,True
A_619,172.22,103.75,103.55,3.93,3.05,113.48,True,0.9999468508244139,True
A_620,172.26,104.06,103.99,4.03,2.84,113.14,True,0.9996284896559076,True
A_621,171.87,103.4,103.82,4.06,2.94,113.02,True,0.9992573158183555,True
A_622,171.99,103.69,103.51,3.9,3.02,113.04,True,0.9996740931214323,True
A_623,171.56,104.32,104.33,3.92,2.97,113.04,True,0.9934987864824396,True
A_624,171.85,104.33,104.03,4.23,3.19,112.46,True,0.5979661738285593,True
A_625,172.09,103.98,103.39,4.1,2.95,112.79,True,0.9987280096179535,True
A_626,172.05,103.42,104.1,4.45,2.99,112.67,True,0.9489934445707797,True
A_627,171.98,104.44,104.08,4.67,3.21,112.73,True,0.4042634588143074,False
A_628,172.0,104.23,103.74,4.41,2.76,112.96,True,0.998246684806621,True
A_629,171.44,103.52,103.49,4.09,3.12,113.23,True,0.9991857885801337,True
A_630,172.01,104.03,103.67,3.9,3.18,112.61,True,0.9818660085943577,True
A_631,172.49,104.33,104.03,4.28,3.07,112.71,True,0.9480902213128505,True
A_632,172.61,104.33,103.97,4.34,3.14,113.12,True,0.9876361219332868,True
A_633,171.66,104.17,104.16,4.75,2.94,113.52,True,0.9923629078963565,True
A_634,172.4,104.19,103.98,4.08,2.93,113.44,True,0.9997935620533124,True
A_635,172.2,103.93,103.49,3.8,2.99,113.63,True,0.9999900215776862,True
A_636,172.21,104.27,104.01,4.23,2.79,113.78,True,0.999963459537147,True
A_637,171.26,104.28,103.15,4.16,2.92,113.0,True,0.9992740338884778,True
A_638,171.51,103.85,103.36,4.49,2.8,113.87,True,0.9999841460305893,True
A_639,171.81,104.1,103.69,4.29,2.95,112.72,True,0.9871129199476313,True
A_640,171.88,103.66,103.52,4.66,2.75,113.25,True,0.9996109818221848,True
A_641,171.91,104.34,103.77,4.45,2.95,112.66,True,0.9537542589476496,True
A_642,171.79,103.51,103.25,4.05,3.08,112.71,True,0.9977154063292658,True
A_643,171.85,103.9,103.74,4.13,3.07,113.15,True,0.9980920961760785,True
A_644,172.07,103.83,103.71,4.44,2.99,113.11,True,0.9968549236572013,True
A_645,171.81,103.91,103.78,3.66,3.28,113.59,True,0.9998092414789728,True
A_646,171.73,103.82,103.85,3.97,3.12,112.85,True,0.9915230022103864,True
A_647,171.59,103.31,103.64,4.01,2.94,113.59,True,0.9999716422666223,True
A_648,171.71,103.83,103.51,3.8,3.02,113.01,True,0.9996253346118776,True
A_649,172.22,104.48,104.06,4.59,2.91,112.82,True,0.9467620512690097,True
A_650,171.59,104.06,103.99,3.93,3.24,112.8,True,0.953561467718302,True
A_651,172.32,104.16,104.14,3.78,3.25,113.38,True,0.9985435019758967,True
A_652,171.62,103.49,103.58,3.95,3.0,113.1,True,0.9996370111481783,True
A_653,172.14,103.74,103.52,4.56,2.83,113.43,True,0.9998318050974457,True
A_654,172.53,103.99,103.55,4.5,3.1,113.03,True,0.9933904800340794,True
A_655,171.97,103.69,103.54,4.116096807415037,2.7,112.79,True,0.9997390507497091,True
A_656,172.09,104.06,103.9,3.97,3.32,113.09,True,0.9875040399488905,True
A_657,172.07,103.97,103.84,4.05,3.12,113.18,True,0.9980122473796446,True
A_658,171.82,103.77,103.79,4.36,2.77,113.79,True,0.9999755760016077,True
A_659,172.19,104.05,103.81,3.9,3.22,113.52,True,0.9996030061465488,True
A_660,171.84,103.75,103.38,4.08,2.7,113.72,True,0.9999980096701896,True
A_661,172.14,104.01,104.0,3.64,3.16,113.37,True,0.9996968774810022,True
A_662,171.69,104.22,104.62,4.11,3.25,113.4,True,0.9642481255782838,True
A_663,171.83,103.76,103.76,4.4,2.88,113.84,True,0.9999531446299345,True
A_664,171.8,103.78,103.65,3.73,3.12,113.63,True,0.9999610948122224,True
A_665,172.05,103.7,103.75,5.04,2.66,113.55,True,0.999629633170079,True
A_666,172.57,104.65,104.44,4.54,2.99,113.16,True,0.9619978826555515,True
A_667,172.38,103.55,103.8,3.97,2.9,113.3,True,0.9999329094762988,True
A_668,171.58,103.65,103.37,3.54,3.19,113.38,True,0.9999496558088603,True
A_669,171.96,103.51,103.75,4.06,3.33,113.53,True,0.9989753888410164,True
A_670,172.14,104.34,104.2,4.63,3.02,112.47,True,0.47045010443594576,False
A_671,172.27,104.29,104.22,3.89,3.53,113.5,True,0.9844155530863206,True
A_672,172.07,103.64,103.67,3.86,3.2,113.83,True,0.9999670409923459,True
A_673,172.19,104.61,103.69,4.0,3.26,112.91,True,0.9811549303357594,True
A_674,171.82,103.78,103.76,3.81,3.25,113.36,True,0.9992999622827679,True
A_675,172.04,103.94,103.76,3.81,3.24,113.41,True,0.9995131334886841,True
A_676,171.6,103.85,103.91,4.116096807415037,2.66,113.27,True,0.9999114993679932,True
A_677,171.69,103.9,104.13,4.07,2.92,113.52,True,0.9997235698585202,True
A_678,172.05,103.9,103.76,4.52,2.71,113.42,True,0.9998501566554395,True
A_679,172.15,103.65,103.66,3.6,3.5,113.24,True,0.9983108584614884,True
